TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,INTERVAL_TYPE,INTERVAL_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,UDT_CATALOG,UDT_SCHEMA,UDT_NAME,SCOPE_CATALOG,SCOPE_SCHEMA,SCOPE_NAME,MAXIMUM_CARDINALITY,DTD_IDENTIFIER,IS_SELF_REFERENCING,IS_IDENTITY,IDENTITY_GENERATION,IDENTITY_START,IDENTITY_INCREMENT,IDENTITY_MAXIMUM,IDENTITY_MINIMUM,IDENTITY_CYCLE,IDENTITY_ORDERED,SCHEMA_EVOLUTION_RECORD,DATA_TYPE_ALIAS,COMMENT,EXPRESSION,KIND
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,COBID,2,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_IPV_DATA,CUSIP,7,,YES,TEXT,100,400,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES,NOTIONAL_AMOUNT_USD,32,,YES,NUMBER,,,38,10,10,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_SUMMARY_COMBINED,LOAD_TEMPLATE_ID,24,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,REGION_DATA_SET_CODE,67,,YES,TEXT,8,32,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTMENT_IMPORT,UNDERLYING_TENOR_JOIN,27,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,ENTITY_CODE_SABRE,108,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,ISSUER_CODE,48,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_BASE,ULTIMATE_PARENT,51,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_BASE,TRADE_NAME,8,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_OFFICIAL,REGION_AREA_CODE,56,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_SUMMARY_COMBINED,MEASURE_TYPE_KEY,10,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,RAPTOR_LOGIC_TEMPLATE_KEY,99,,YES,NUMBER,,,1,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,ULTIMATE_PARENT,51,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES,COBID,1,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,RM_SENSITIVITY_MEASURES_BASE,SOURCE_SYSTEM_CODE,3,,NO,TEXT,2,8,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTMENT,QUALIFIER,72,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_STRESS_MEASURES,TRADE_CURRENCY,8,,YES,TEXT,3,12,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_AGGREGATED,COMMON_INSTRUMENT_KEY,12,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_STRESS_SUMMARY_PBI_REPORT,TREASURY_ACTIVITY,5,,YES,TEXT,12,48,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_ADJUSTED_DT,SIMULATION_ID,4,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTED,FRTBSA_DRC_KEY,1,,YES,TEXT,32,128,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_ADJUSTMENT_SUMMARY,STRESS_SIMULATION_KEY,11,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,TEMP_PNL_CAPITAL_OPTIMISE_ENTITY_EXTRACT_10DAY,CROSSEFFECTS,12,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES_BASE,COMMON_INSTRUMENT_FCD_KEY,17,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,TEMP_PNL_CAPITAL_OPTIMISE_DEPT_EXTRACT,FXRATEVARCVADJUSTMENT,15,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,MUREX_INSTRUMENT,96,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_SUMMARY_COMBINED,IS_ADJUSTMENT,13,,YES,NUMBER,,,1,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,IS_CVA_COUNTERPARTY,115,,YES,BOOLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTMENT,MEASURE_VALUE,12,,NO,NUMBER,,,36,10,6,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,TEMP_PNL_CAPITAL_OPTIMISE_DEPT_EXTRACT,FXRATEVARCVRECONCILE,14,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,ENTITY_CODE_SABRE,112,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,IS_CVA_MEASURE_TYPE,105,,YES,BOOLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_BASE,RAVEN_FILE_ROW_NUMBER,24,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_SUMMARY_IMPORT_CYCLIC,COUNTERPARTY_KEY,14,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,MARKET_CAP,60,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_SUMMARY_IMPORT,MEASURE_VALUE_USD_DECIMAL,24,,YES,NUMBER,,,38,10,6,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTED,GMRM_LGD,52,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES,RISK_CLASS,29,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,TEMP_PNL_CAPITAL_OPTIMISE_DEPT_EXTRACT,EQUITY,11,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,IPV_DATA,COBID,1,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_PNL_CAPITAL_OPTIMISE_ENTITY_EXTRACT_WITH_ADJ_10DAY,INFLATIONVOL,16,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_BASE,EBA_BUCKET_NAME,80,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_IMPORT,ENTITY_KEY,2,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,ORIGINAL_TRADE_ID,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_CASCADE_PNL_VECTOR_EXTRACT,SimulatedPnLInUSD,7,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_STRESS_MEASURES,STRESS_PROPERTIES_ID,22,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,MUFG_ORGANIZATION_CODE,18,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_BASE,NOTIONAL_AMOUNT_ORIGINAL,33,,YES,NUMBER,,,38,10,10,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SENSITIVITY_SUMMARY_FIELDS,VOLCKER_DESK,5,,NO,TEXT,100,400,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTMENT,SECTOR_NAME,63,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_FRTBSA_COMBINED_ADJUSTED_DQ,CURRENCY_PAIR_KEY,11,,YES,NUMBER,,,19,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_PNL_CAPITAL_OPTIMISE_DEPT_EXTRACT_WITH_ADJ_10DAY,ALLVARCORRECTED,16,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_PNL_CAPITAL_OPTIMISE_ENTITY_EXTRACT_WITH_ADJ_10DAY,FXRATEVARCVRECONCILE,13,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTED,TRADE_KEY,4,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_BASE,SECURITY_INFORMATION1,36,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_BASE,BUSINESS_PRODUCT_CODE1,14,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTED,REGION_AREA_CODE,56,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_OFFICIAL,TRADING_DESK,18,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,AMOUNT_ORIGINAL,14,,YES,NUMBER,,,38,10,10,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_OFFICIAL,SIMULATION_ID,4,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTMENT,TRADE_SOURCE_SYSTEM_CODE,88,,YES,TEXT,2,8,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,IS_CVA_MEASURE_TYPE,101,,YES,BOOLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SENSITIVITY_MARKET_VALUE,COBID,1,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_OFFICIAL,JTD_LOSS,95,,YES,NUMBER,,,38,10,10,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SYN_BBG_MAPPING,BBG_ID,3,,NO,TEXT,100,400,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_SENSITIVITY_MEASURES,BASE_BETA_BAND_KEY,29,,YES,NUMBER,,,10,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_COMBINED,BOOK_KEY,5,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,AMOUNT,109,,YES,NUMBER,,,38,10,10,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,TEMP_PNL_CAPITAL_OPTIMISE_ENTITY_EXTRACT,INFLATIONVOL,16,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES,SABRE_SECURITY_CODE,32,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_SUMMARY_REPORT,BUSINESS_UNIT_CODE,3,,NO,TEXT,5,20,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_OFFICIAL,MEASURE_TYPE_KEY,45,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_SENSITIVITY_MEASURES,COMMON_INSTRUMENT_FCD_KEY,11,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_BASE,SIMULATION_ID,4,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_FRTBSA_COMBINED_ADJUSTED_DQ,FRTB_INSTRUMENT_KEY,12,,YES,NUMBER,,,19,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SENSITIVITY_SUMMARY_DEPARTMENT_LIVE,ENTITY_DEPARTMENT,8,,YES,TEXT,111,444,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_CURRENT_VAR_ENTITY,BUSINESS_UNIT_CODE,4,,NO,TEXT,5,20,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,RM_SENSITIVITY_MEASURES_ADJUSTMENT_SUMMARY,COUNTERPARTY_KEY,9,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,AGING_INVENTORY,MARKET_VALUE,6,,YES,NUMBER,,,38,10,10,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"NUMBER(38,10)",,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTED,RISK_CLASS,29,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTMENT,ISSUER_CODE,50,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_MEASURES_SUMMARY,CURRENCY_CODE,5,,NO,TEXT,3,12,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_CV_ADJUSTMENT_STATUS,COBID,1,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SENSITIVITY_SUMMARY_DEPARTMENT,ENTITY_DEPARTMENT,8,,YES,TEXT,111,444,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_CASCADE_PNL_VECTOR_EXTRACT,EntityCode,1,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_ADJUSTMENT_SUMMARY,COMMON_INSTRUMENT_KEY,6,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,GUARANTEED_ENTITY,114,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_CONFIG_VAR_FACTS_DDC,RANGE_START,2,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_SENSITIVITY_MEASURES_SUMMARY,REGION_AREA_KEY,19,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_SENSITIVITY_MEASURES_SUMMARY,COBID,1,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_STRESS_MEASURES_PROFILE,X_AXIS,11,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,AMOUNT_IN_USD,13,,YES,NUMBER,,,38,10,10,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_FRTBSA_COMBINED_ADJUSTED_DQ,COBID,1,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES,EVALUATION_DATE,3,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES_ADHOC,COBID,1,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,SECTOR_NAME,61,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,TENOR_CURRENCY_KEY,91,,YES,NUMBER,,,19,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTMENT_IMPORT,COMMON_INSTRUMENT_KEY,10,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_MEASURES_SUMMARY,COUNTERPARTY_KEY,19,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_VAR_MEASURES_CROSS_EFFECTS,ENTITY_CODE,6,,YES,TEXT,10,40,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_BASE,MUFG_ORGANIZATION_CODE,12,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_HYPO_IPV,COBID,1,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_AGGREGATED,RUN_LOG_ID,19,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
